No,Spec.,Species,Kimura et al (2013b),Age,Time Slice,Locality,Tooth,Length,Width,VanDam1997,RatioAnterostyle,Angle(anterostyle),Angle(enterostyle),1X,1Y,2X,2Y,3X,3Y,4X,4Y,5X,5Y,6X,6Y,7X,7Y,8X,8Y,9X,9Y,10X,10Y,11X,11Y,12X,12Y,13X,13Y,UniX,UniY
1,221,Karnimata huxleyi,,6.5,Time 8,13,M1/,1.980,1.380,1.160,0.473,48.000,67.000,-0.001,-0.001,-0.001,0.000,0.000,-0.002,-0.002,0.000,0.002,-0.001,0.003,0.004,0.001,-0.001,0.000,-0.003,-0.009,0.002,-0.019,-0.010,-0.001,-0.011,0.022,-0.021,0.001,0.002,0.043,-0.016
2,230,Karnimata huxleyi,,6.5,Time 8,13,M1/,1.890,1.350,1.214,0.624,61.000,70.000,-0.001,-0.001,-0.002,0.000,0.000,-0.002,-0.003,0.003,0.006,-0.007,0.003,0.008,0.001,0.002,0.001,-0.016,-0.018,-0.002,-0.030,-0.007,0.003,-0.003,0.022,-0.024,-0.015,0.012,0.034,0.006
3,233,Karnimata huxleyi,,6.5,Time 8,13,M1/,2.050,1.400,1.181,0.533,58.000,67.000,0.001,0.001,0.001,0.002,0.002,0.000,-0.003,0.003,0.001,-0.004,0.000,-0.003,0.004,0.003,0.004,-0.008,-0.009,0.008,-0.022,-0.001,0.000,-0.012,0.019,-0.019,0.004,0.009,0.043,0.019
4,239,Karnimata huxleyi,,6.5,Time 8,13,M1/,2.140,1.470,1.215,0.627,57.000,64.000,-0.002,-0.001,0.001,0.001,0.000,0.000,-0.004,-0.005,0.002,-0.003,0.003,0.004,0.007,-0.001,-0.007,-0.013,0.004,0.010,-0.014,0.010,0.010,-0.011,0.016,-0.019,0.015,0.002,0.060,0.001
5,240,Karnimata huxleyi,,6.5,Time 8,13,M1/,2.170,1.490,1.192,0.641,59.000,71.000,-0.004,-0.003,0.002,0.005,0.003,-0.001,-0.005,0.002,0.001,-0.004,0.005,0.002,0.009,0.003,0.000,-0.004,0.000,0.016,-0.009,0.000,0.020,-0.008,0.016,-0.030,-0.009,0.014,0.048,0.005
6,241,Karnimata huxleyi,,6.5,Time 8,13,M1/,1.830,1.300,1.153,0.591,50.000,67.000,-0.001,0.000,0.001,0.000,-0.001,-0.001,-0.003,-0.004,0.003,-0.001,0.008,0.005,0.004,-0.001,-0.001,-0.013,-0.014,0.008,-0.018,-0.014,0.019,-0.011,0.031,-0.008,-0.022,0.018,0.034,-0.006
7,245,Karnimata huxleyi,,6.5,Time 8,13,M1/,1.960,1.380,1.160,0.585,43.000,60.000,0.001,0.002,0.002,0.001,0.000,0.000,-0.005,-0.004,0.000,-0.002,0.003,0.000,0.006,0.006,-0.001,-0.010,-0.006,-0.005,-0.029,-0.028,0.018,-0.026,0.049,0.013,0.016,0.004,0.031,-0.011
8,246,Karnimata huxleyi,,6.5,Time 8,13,M1/,2.150,1.450,1.194,0.545,46.000,72.000,-0.002,-0.003,0.001,0.000,-0.003,0.000,-0.004,-0.005,0.002,-0.005,0.005,0.008,0.003,0.000,-0.003,-0.013,-0.010,0.017,-0.016,0.003,0.007,-0.021,0.018,-0.005,-0.012,0.012,0.063,0.017
9,252,Karnimata huxleyi,,6.5,Time 8,13,M1/,2.280,1.490,1.213,0.566,62.000,65.000,0.000,0.000,-0.001,-0.002,-0.002,0.000,0.000,-0.003,0.001,-0.006,0.003,0.006,0.000,-0.002,0.002,-0.009,-0.002,0.003,-0.008,-0.013,0.008,-0.002,0.006,0.003,0.006,0.000,0.020,-0.004
10,253,Karnimata huxleyi,,6.5,Time 8,13,M1/,2.230,1.530,1.210,0.578,47.000,60.000,-0.001,0.000,0.003,0.002,0.002,0.002,-0.001,0.006,0.001,0.001,0.007,0.003,0.001,-0.005,0.003,0.000,-0.007,0.016,0.000,-0.015,0.023,-0.002,0.006,-0.002,0.008,0.002,0.015,-0.029
11,210,Mus auctor,,6.5,Time 8,13,M1/,1.930,1.110,1.069,0.364,42.000,54.000,0.002,0.002,-0.001,0.001,0.002,-0.002,0.000,0.009,-0.004,-0.001,-0.007,-0.010,-0.002,0.007,0.014,0.005,0.002,-0.017,0.000,-0.041,-0.015,0.000,-0.004,0.006,0.043,-0.002,-0.067,-0.008
12,211,Mus auctor,,6.5,Time 8,13,M1/,1.720,1.100,1.123,0.405,34.000,65.000,-0.001,0.000,0.000,0.001,0.002,-0.002,-0.002,0.004,-0.001,0.003,-0.005,-0.009,0.002,0.007,0.003,0.005,-0.015,-0.019,-0.003,-0.032,0.001,-0.002,0.023,-0.015,0.008,0.002,-0.010,0.015
13,214,Mus auctor,,6.5,Time 8,13,M1/,1.690,1.060,1.074,0.381,34.000,60.000,0.003,0.003,-0.004,-0.001,0.002,-0.004,0.007,0.008,-0.003,0.005,0.002,-0.004,-0.007,-0.008,0.014,0.010,0.000,0.006,0.002,-0.008,-0.005,-0.012,-0.002,0.017,0.029,-0.016,-0.004,-0.045
14,215,Mus auctor,,6.5,Time 8,13,M1/,1.840,1.170,1.179,0.365,39.000,50.000,0.002,0.002,0.000,0.001,0.002,-0.001,0.002,0.005,-0.005,0.002,-0.004,-0.006,-0.001,0.002,0.008,0.013,0.006,-0.014,-0.008,-0.032,-0.008,-0.003,-0.002,0.026,0.063,0.010,-0.015,-0.022
15,216,Mus auctor,,6.5,Time 8,13,M1/,1.920,1.080,1.075,0.405,38.000,56.000,0.002,0.002,-0.002,-0.002,0.000,-0.004,0.004,0.004,-0.004,0.004,-0.002,-0.004,-0.005,0.000,0.011,0.015,-0.002,-0.011,0.003,-0.031,-0.015,0.001,-0.019,0.008,0.031,0.004,-0.064,0.001
16,218,Mus auctor,,6.5,Time 8,13,M1/,1.740,1.050,1.092,0.342,42.000,55.000,0.002,0.004,-0.001,0.000,0.002,0.001,0.006,0.006,-0.005,0.004,-0.002,-0.008,-0.002,-0.005,0.006,0.016,0.011,-0.014,0.008,-0.023,0.010,-0.005,0.008,0.023,0.057,-0.003,-0.037,-0.015
17,219,Mus auctor,,6.5,Time 8,13,M1/,1.840,1.150,1.141,0.391,49.000,72.000,0.001,0.003,-0.001,0.000,0.001,0.001,0.003,0.005,-0.003,0.000,-0.005,-0.006,0.001,0.000,0.005,0.012,0.006,-0.019,0.001,-0.011,0.012,0.011,0.006,-0.024,0.017,0.001,-0.027,0.004
18,220,Mus auctor,,6.5,Time 8,13,M1/,1.890,1.170,1.082,0.334,44.000,63.000,0.003,0.004,0.002,0.000,0.001,0.006,0.005,0.007,-0.004,0.003,-0.001,-0.006,-0.003,-0.007,0.009,0.014,0.004,-0.010,0.002,-0.025,0.013,0.005,-0.002,0.002,0.025,-0.002,-0.043,-0.018
19,223,Mus auctor,,6.5,Time 8,13,M1/,1.880,1.190,1.104,0.399,43.000,58.000,0.004,0.004,-0.001,-0.001,0.000,0.001,0.005,-0.002,-0.007,-0.002,0.000,-0.007,0.003,-0.004,0.009,0.008,0.010,-0.013,-0.006,-0.043,0.035,-0.007,0.018,0.002,0.039,0.008,-0.021,0.001
20,224,Mus auctor,,6.5,Time 8,13,M1/,1.710,1.000,1.060,0.389,42.000,58.000,0.000,0.001,0.001,0.001,0.002,0.001,0.000,0.004,0.000,0.001,-0.003,-0.005,-0.001,-0.002,0.003,0.004,0.001,-0.011,-0.001,-0.026,-0.008,-0.014,-0.003,-0.007,0.022,-0.001,-0.032,0.010
21,228,Mus auctor,,6.5,Time 8,13,M1/,1.670,1.080,1.099,0.412,42.000,52.000,0.002,0.002,0.000,0.000,0.002,0.000,0.001,0.003,-0.001,0.004,0.001,-0.003,-0.001,-0.003,0.004,0.000,-0.006,0.005,-0.011,-0.006,0.005,-0.018,0.013,0.022,0.041,-0.023,0.002,-0.036
22,229,Mus auctor,,6.5,Time 8,13,M1/,1.830,1.130,1.105,0.389,40.000,67.000,0.002,0.001,0.000,-0.001,-0.001,0.001,0.004,0.003,-0.001,0.002,0.003,-0.001,-0.004,-0.006,0.010,0.011,-0.014,-0.004,-0.004,-0.023,0.025,0.010,-0.022,-0.022,-0.007,-0.004,-0.049,0.005
23,309,Mus auctor,,6.5,Time 8,13,M1/,1.610,1.090,1.157,0.454,41.000,59.000,0.002,0.002,-0.001,-0.001,0.001,0.000,0.005,0.003,-0.001,0.004,0.003,-0.003,-0.004,-0.007,0.012,0.008,-0.010,-0.002,-0.012,-0.034,0.013,0.014,-0.024,0.007,0.007,-0.024,-0.035,-0.044
24,244,Parapelomys robertsi,,6.5,Time 8,13,M1/,2.690,1.940,1.277,0.683,68.000,73.000,0.000,0.000,0.002,0.000,0.000,0.002,-0.002,0.003,0.003,-0.002,0.002,0.004,0.000,-0.001,0.001,-0.013,-0.016,0.016,-0.022,0.010,0.004,-0.024,0.030,-0.002,0.002,-0.018,0.081,-0.005
25,250,Parapelomys robertsi,,6.5,Time 8,13,M1/,2.860,1.880,1.255,0.667,68.000,63.000,-0.001,-0.001,0.005,0.002,0.001,0.005,-0.004,0.005,0.000,-0.001,-0.001,-0.001,0.002,0.003,-0.001,-0.001,-0.004,0.004,-0.009,-0.007,0.005,-0.001,0.014,0.002,0.023,0.011,0.047,0.010
26,254,Parapelomys robertsi,,6.5,Time 8,13,M1/,2.570,1.830,1.255,0.643,50.000,81.000,-0.002,0.000,-0.001,0.003,0.006,-0.004,-0.002,0.002,0.002,0.003,0.011,0.001,0.009,-0.008,0.001,-0.005,-0.005,0.019,-0.014,-0.007,0.039,-0.025,0.027,-0.002,0.004,-0.006,0.078,-0.005
27,255,Parapelomys robertsi,,6.5,Time 8,13,M1/,2.790,1.870,1.251,0.663,51.000,79.000,-0.003,-0.003,-0.001,0.000,-0.002,0.001,-0.001,-0.006,0.002,-0.006,-0.001,-0.002,0.005,-0.010,-0.007,-0.006,-0.004,0.006,-0.024,-0.011,0.006,-0.009,0.034,0.030,0.019,-0.010,0.038,-0.005
28,262,Parapelomys robertsi,,6.5,Time 8,13,M1/,2.620,1.990,1.286,0.626,70.000,80.000,0.002,0.003,0.002,0.003,0.005,0.002,0.000,0.004,0.002,0.005,0.003,-0.002,0.003,-0.010,0.004,0.000,-0.004,0.007,-0.035,-0.013,-0.003,-0.032,0.034,0.005,0.012,0.001,0.102,-0.003
29,50950,Parapelomys sp.,,7.1,,909,M1/,2.610,1.770,1.203,0.622,73.000,72.000,-0.002,-0.004,0.003,0.001,-0.001,0.002,-0.005,-0.002,0.004,-0.006,0.004,0.007,0.005,0.005,-0.004,-0.023,-0.012,0.010,-0.017,0.010,0.012,-0.006,0.009,-0.011,-0.012,-0.001,0.041,-0.006
30,52941,Parapelomys sp.,,7.18,,581,M1/,2.710,1.760,1.163,0.575,60.000,77.000,-0.002,-0.002,-0.002,0.001,0.001,-0.004,-0.003,0.000,0.003,-0.002,0.003,0.003,0.003,0.000,0.000,-0.012,-0.015,0.016,-0.013,0.004,0.000,-0.006,0.012,-0.015,-0.016,0.009,0.053,0.022
31,52928,Karnimata sp.,,7.35,Time 7,921,M1/,2.190,1.420,1.180,0.662,64.000,71.000,0.002,0.001,0.000,0.001,0.000,0.001,0.001,0.002,0.000,-0.003,0.004,0.005,-0.002,-0.005,0.005,0.002,0.002,0.011,-0.017,0.006,0.005,-0.012,-0.010,-0.014,0.012,0.008,0.047,0.022
32,52931,Karnimata sp.,,7.35,Time 7,921,M1/,2.210,1.420,1.158,0.608,56.000,70.000,-0.002,-0.002,-0.001,0.001,0.001,-0.001,-0.002,0.001,0.003,-0.003,-0.002,0.002,0.002,0.002,-0.002,-0.005,-0.001,-0.003,-0.011,0.001,-0.009,0.015,-0.022,-0.008,-0.018,0.034,0.033,-0.007
33,52934,Karnimata sp.,,7.35,Time 7,921,M1/,2.350,1.510,1.190,0.604,45.000,61.000,-0.001,-0.001,-0.001,0.000,-0.001,-0.002,-0.003,-0.003,0.001,-0.006,0.000,0.000,0.003,0.004,0.000,-0.014,-0.006,0.005,-0.015,-0.004,0.001,-0.001,0.002,0.004,0.009,0.014,0.028,0.011
34,52986,Karnimata sp.,,7.35,Time 7,931,M1/,2.350,1.550,1.168,0.612,52.000,71.000,0.001,0.000,0.005,0.001,-0.001,0.004,-0.003,-0.005,0.001,0.000,0.001,0.001,0.002,0.003,-0.002,-0.006,-0.009,0.001,-0.017,-0.008,0.000,0.008,-0.011,-0.001,-0.006,0.029,0.024,-0.021
35,52987,Karnimata sp.,,7.35,Time 7,931,M1/,2.230,1.490,1.202,0.588,51.000,68.000,0.001,0.001,0.001,0.000,-0.002,0.001,-0.004,-0.007,0.002,-0.003,0.002,0.006,0.003,0.004,-0.003,-0.011,-0.007,-0.010,-0.030,-0.014,-0.003,0.009,0.010,-0.004,-0.007,0.017,0.041,0.019
36,52988,Karnimata sp.,,7.35,Time 7,931,M1/,2.240,1.540,1.215,0.578,50.000,67.000,0.000,-0.001,0.001,0.000,-0.003,0.001,-0.004,-0.008,0.000,-0.005,-0.002,0.002,0.003,0.003,-0.005,-0.006,-0.003,0.004,-0.021,0.005,-0.017,-0.002,0.007,-0.013,-0.006,0.024,0.053,-0.021
37,52992,Karnimata sp.,,7.35,Time 7,931,M1/,2.420,1.500,1.155,0.657,63.000,66.000,0.000,-0.001,0.000,-0.002,-0.002,-0.001,-0.001,-0.006,-0.001,0.002,-0.002,-0.003,-0.001,0.002,-0.002,-0.001,-0.011,0.003,-0.002,-0.006,-0.016,0.007,0.011,0.009,0.006,0.005,0.005,-0.003
38,52993,Karnimata sp.,,7.35,Time 7,931,M1/,2.280,1.520,1.174,0.600,63.000,71.000,-0.003,-0.002,0.001,0.003,0.002,-0.001,-0.005,0.002,0.001,0.001,-0.003,-0.001,0.005,0.005,-0.003,0.008,-0.005,-0.007,-0.025,-0.011,-0.010,-0.004,0.018,-0.002,0.023,0.017,0.050,0.004
39,52997,Karnimata sp.,,7.35,Time 7,931,M1/,2.210,1.510,1.246,0.656,60.000,75.000,-0.002,-0.003,-0.001,-0.001,-0.003,-0.001,-0.003,-0.007,0.002,-0.004,-0.002,0.002,0.003,0.003,-0.008,-0.010,-0.007,0.000,-0.015,0.006,-0.013,0.009,0.008,-0.011,-0.010,0.023,0.056,-0.009
40,53001,Karnimata sp.,,7.35,Time 7,931,M1/,2.230,1.490,1.192,0.571,59.000,71.000,0.001,0.000,-0.001,-0.002,-0.003,-0.001,-0.002,-0.009,0.002,-0.001,0.001,0.003,0.001,-0.001,-0.006,-0.010,-0.013,-0.004,-0.023,-0.009,-0.005,-0.006,0.019,-0.001,0.003,0.009,0.025,0.003
41,53003,Karnimata sp.,,7.35,Time 7,931,M1/,2.220,1.460,1.210,0.556,66.000,75.000,0.001,0.000,0.001,-0.001,-0.003,0.002,0.000,-0.007,0.000,-0.003,-0.003,-0.005,0.002,0.000,-0.001,-0.003,-0.010,0.000,-0.007,-0.001,0.004,0.008,0.006,-0.013,-0.023,0.011,0.036,0.008
42,53006,Karnimata sp.,,7.35,Time 7,931,M1/,2.040,1.400,1.192,0.566,66.000,65.000,0.000,0.000,0.001,-0.001,-0.003,0.001,-0.002,-0.009,-0.001,0.000,0.001,0.002,0.003,0.001,-0.009,-0.002,0.001,-0.002,-0.014,-0.001,0.005,-0.008,0.013,-0.002,0.020,0.007,0.047,-0.015
43,53007,Karnimata sp.,,7.35,Time 7,931,M1/,2.250,1.460,1.222,0.580,70.000,77.000,0.000,0.000,0.001,0.000,-0.001,0.000,-0.003,-0.007,0.001,-0.002,0.002,0.003,0.003,0.001,-0.002,-0.007,-0.002,0.005,-0.017,0.000,-0.006,0.007,-0.010,-0.012,-0.008,0.017,0.033,0.009
44,52930,Karnimata sp. *,,7.35,Time 6,921,M1/,2.460,1.670,1.251,0.660,72.000,69.000,0.001,0.000,-0.001,-0.001,-0.001,-0.003,-0.001,-0.003,-0.001,-0.003,0.003,0.004,0.000,0.004,0.003,-0.009,-0.004,0.007,-0.013,-0.003,0.001,0.002,0.009,0.003,0.013,0.000,0.040,0.003
45,52989,Karnimata sp. *,,7.35,Time 6,931,M1/,2.440,1.640,1.197,0.649,72.000,72.000,0.000,0.001,-0.001,0.002,0.002,-0.004,-0.002,-0.001,0.002,0.003,0.008,0.006,0.004,0.001,0.001,-0.004,-0.008,0.006,-0.028,-0.001,0.019,-0.012,0.002,-0.007,-0.015,0.003,0.050,0.037
46,50108,morphotype 4,,7.35,,931,M1/,2.230,1.400,1.128,0.405,41.000,70.000,0.002,0.002,-0.001,-0.001,0.000,0.000,0.003,0.000,-0.003,0.000,-0.005,-0.007,-0.001,0.000,0.002,0.011,0.010,-0.010,0.013,0.006,-0.006,-0.001,-0.015,-0.018,-0.004,0.007,0.020,-0.007
47,52921,morphotype 4,,7.35,,921,M1/,2.320,1.420,1.080,0.507,42.000,65.000,0.003,0.004,0.001,0.003,0.003,0.003,0.000,0.007,-0.003,-0.003,-0.007,-0.007,0.001,0.006,0.007,0.005,0.017,-0.016,-0.005,-0.004,-0.020,0.002,-0.007,-0.009,0.014,0.005,0.009,0.023
48,52984,morphotype 4,,7.35,,931,M1/,2.240,1.360,1.070,0.417,44.000,70.000,-0.001,0.000,0.001,0.000,0.000,0.000,0.000,-0.001,-0.005,0.000,-0.002,-0.006,0.003,0.002,-0.001,0.012,0.014,-0.001,0.020,-0.012,0.002,0.006,0.011,0.012,0.023,-0.008,-0.017,-0.030
49,52920,Mus sp.,,7.35,Time 7,921,M1/,1.440,0.790,1.000,0.368,40.000,60.000,0.002,0.001,-0.001,-0.002,-0.002,0.001,0.002,-0.001,-0.001,-0.001,-0.003,0.001,-0.006,0.001,0.002,0.000,-0.001,-0.013,-0.008,-0.002,-0.016,-0.003,-0.004,0.029,0.006,0.010,-0.035,0.025
50,52972,Mus sp.,,7.35,Time 7,931,M1/,1.610,0.920,1.019,0.373,43.000,55.000,0.001,0.001,-0.001,-0.001,0.000,0.001,0.004,0.007,-0.005,0.000,-0.005,-0.005,-0.005,0.001,0.007,0.015,0.008,-0.007,0.018,-0.015,-0.007,0.016,0.001,0.037,0.048,0.022,-0.035,-0.005
51,52973,Mus sp.,,7.35,Time 7,931,M1/,1.570,0.860,0.964,0.364,44.000,60.000,0.001,0.002,0.000,0.000,0.000,0.000,0.002,-0.002,-0.006,0.003,-0.001,-0.003,0.001,0.003,-0.003,0.015,0.023,-0.009,0.021,-0.003,0.004,-0.006,0.021,0.003,0.034,0.004,-0.026,0.021
52,52974,Mus sp.,,7.35,Time 7,931,M1/,1.540,0.960,1.113,0.428,43.000,48.000,0.004,0.003,0.001,0.000,0.000,0.005,0.004,0.009,-0.002,0.000,-0.004,-0.007,-0.007,-0.002,0.012,0.009,-0.005,-0.012,-0.021,-0.025,-0.006,-0.015,0.017,0.041,0.041,-0.008,-0.027,-0.004
53,52976,Mus sp.,,7.35,Time 7,931,M1/,1.570,0.880,1.003,0.359,44.000,59.000,0.001,0.002,-0.002,0.000,0.001,-0.001,0.004,0.005,-0.003,-0.001,-0.001,-0.008,0.000,-0.004,0.008,0.014,0.004,-0.009,0.001,-0.034,0.012,-0.008,0.014,0.012,0.015,-0.006,-0.070,0.022
54,52977,Mus sp.,,7.35,Time 7,931,M1/,1.590,0.920,0.995,0.435,37.000,68.000,0.003,0.002,0.000,-0.001,0.000,0.002,0.001,0.001,-0.001,-0.002,-0.004,-0.004,-0.002,0.000,0.003,-0.003,0.003,-0.004,-0.005,0.000,-0.014,-0.001,0.007,0.003,0.014,-0.002,-0.019,0.016
55,52978,Mus sp.,,7.35,Time 7,931,M1/,1.610,0.910,1.037,0.314,35.000,65.000,0.003,0.004,0.001,-0.001,0.000,0.003,0.003,0.002,-0.003,0.002,-0.001,-0.004,-0.004,0.000,0.005,0.005,0.004,-0.007,0.011,-0.008,0.004,-0.003,0.004,0.013,0.000,0.012,-0.050,0.011
56,52979,Mus sp.,,7.35,Time 7,931,M1/,1.600,0.900,1.030,0.336,42.000,55.000,0.002,0.001,-0.003,-0.001,0.001,-0.004,0.003,0.005,-0.002,0.002,-0.002,-0.003,-0.004,0.001,0.008,0.009,0.004,-0.005,0.002,-0.003,-0.020,-0.003,-0.001,0.016,0.013,-0.004,-0.018,0.016
57,52980,Mus sp.,,7.35,Time 7,931,M1/,1.670,0.890,0.998,0.314,40.000,59.000,0.005,0.005,-0.002,0.000,0.002,0.001,0.008,0.008,-0.005,0.009,0.004,0.001,-0.007,-0.010,0.011,0.014,0.019,-0.008,0.012,-0.011,0.006,-0.006,0.006,0.017,0.029,-0.006,-0.065,0.016
58,52922,Progonomys sp.,,7.35,Time 7,921,M1/,1.870,1.140,1.076,0.447,36.000,64.000,0.001,0.002,-0.001,0.001,0.001,0.000,0.001,0.001,-0.002,-0.001,-0.001,-0.001,0.000,-0.001,0.002,0.004,0.014,-0.005,0.001,-0.010,-0.007,-0.004,0.002,-0.003,0.015,0.006,-0.002,0.015
59,52923,Progonomys sp.,,7.35,Time 7,921,M1/,2.050,1.190,1.082,0.454,34.000,70.000,-0.002,-0.001,0.003,0.004,0.003,0.001,-0.004,0.003,-0.002,0.001,-0.002,-0.004,0.004,0.005,-0.002,0.003,0.014,0.006,0.011,-0.001,-0.019,0.005,0.008,0.011,0.023,-0.008,0.003,0.026
60,52925,Progonomys sp.,,7.35,Time 7,921,M1/,2.060,1.210,1.051,0.413,36.000,60.000,0.001,0.001,0.000,0.000,0.000,-0.001,0.000,0.002,-0.005,-0.006,-0.007,-0.009,0.001,0.008,0.005,0.013,0.014,-0.008,0.003,-0.010,-0.020,0.000,0.010,0.010,0.017,0.012,-0.016,0.004
61,52926,Progonomys sp.,,7.35,Time 7,921,M1/,1.970,1.210,1.115,0.457,45.000,62.000,0.000,0.000,0.003,-0.001,-0.002,0.002,0.000,-0.005,-0.007,0.001,0.000,-0.001,0.000,0.003,-0.002,0.011,0.015,0.002,0.015,-0.016,-0.003,-0.003,0.012,0.001,0.035,-0.009,-0.002,-0.008
62,52982,Progonomys sp.,,7.35,Time 7,931,M1/,1.920,1.170,1.104,0.371,37.000,65.000,-0.001,0.000,0.001,0.002,0.002,-0.002,-0.002,0.001,-0.003,-0.001,0.000,-0.003,0.006,0.010,0.002,0.008,0.008,-0.008,0.001,-0.015,0.016,0.002,0.008,0.014,0.009,0.018,-0.027,0.006
63,52983,Progonomys sp.,,7.35,Time 7,931,M1/,1.890,1.150,1.070,0.398,45.000,61.000,0.002,0.002,0.000,-0.001,-0.001,-0.001,0.001,-0.001,-0.006,-0.003,-0.002,-0.005,0.000,0.008,0.004,0.010,0.012,-0.003,-0.001,0.002,0.001,-0.011,0.040,0.005,0.024,-0.018,-0.015,0.014
64,27471,Karnimata sp. *,,7.4,Time 6,457,M1/,2.520,1.590,1.120,0.616,54.000,81.000,0.002,0.002,0.000,0.000,0.000,0.002,0.002,-0.001,0.000,0.002,0.001,-0.004,-0.001,-0.005,0.004,0.000,-0.008,0.004,-0.011,-0.008,0.003,-0.007,-0.004,-0.004,0.004,-0.008,0.029,0.020
65,27467,Progonomys sp.,,7.4,Time 7,457,M1/,1.870,1.200,1.088,0.445,44.000,69.000,0.000,0.001,-0.002,0.001,0.002,-0.003,-0.002,0.001,0.000,-0.003,-0.004,-0.004,0.006,0.007,-0.001,-0.003,0.004,-0.017,-0.014,-0.015,0.002,-0.003,0.028,0.002,-0.002,0.020,0.025,0.023
66,27469,Progonomys sp.,,7.4,Time 7,457,M1/,1.820,1.080,1.099,0.490,46.000,53.000,-0.001,0.000,-0.003,0.000,0.002,-0.003,0.002,0.000,0.000,0.004,-0.001,-0.005,0.002,-0.002,-0.003,0.003,0.000,-0.003,0.009,-0.004,0.009,0.007,0.000,0.015,0.019,0.013,-0.022,-0.008
67,27460,morphotype 8,,7.95,,547,M1/,2.280,1.420,1.089,0.627,47.000,56.000,-0.002,-0.002,-0.004,0.000,0.001,-0.003,-0.002,0.004,0.003,-0.007,-0.004,-0.006,0.004,0.010,0.002,-0.012,-0.013,-0.012,0.001,-0.012,0.014,0.005,0.018,0.001,-0.028,0.020,-0.011,0.015
68,27463,Parapelomys sp.,,7.95,,547,M1/,2.750,1.800,1.179,0.702,81.000,71.000,-0.001,-0.001,0.002,0.001,0.000,0.000,-0.005,0.001,0.001,0.000,0.003,0.006,0.002,0.007,0.000,-0.004,-0.011,0.004,-0.026,-0.007,-0.001,-0.002,0.032,0.001,0.010,-0.016,0.039,0.020
69,27515,Karnimata sp. (+ large Karnimata sp.),,8.2,Time 6,24,M1/,2.520,1.630,1.137,0.597,61.000,76.000,-0.003,-0.004,0.002,0.001,-0.001,0.001,-0.004,-0.002,0.001,-0.004,0.001,0.005,0.002,0.003,-0.005,-0.009,-0.003,0.004,-0.012,0.001,0.000,-0.001,0.013,-0.001,0.016,0.012,0.031,0.004
70,27517,Karnimata sp. (+ large Karnimata sp.),,8.2,Time 6,24,M1/,2.480,1.680,1.166,0.588,48.000,68.000,-0.002,-0.002,0.001,0.001,0.000,0.000,-0.004,-0.001,0.002,-0.004,-0.001,-0.002,0.006,0.004,-0.005,-0.008,-0.006,0.000,-0.016,-0.006,0.002,-0.007,0.048,0.000,-0.007,0.002,0.048,-0.007
71,27520,Karnimata sp. (+ large Karnimata sp.),,8.2,Time 6,24,M1/,2.580,1.680,1.149,0.621,53.000,71.000,-0.004,-0.004,0.001,0.001,-0.002,0.000,-0.001,-0.006,0.001,0.001,0.005,0.003,0.003,-0.006,-0.007,0.002,0.000,0.013,0.000,0.001,0.019,0.004,-0.006,0.007,0.013,0.021,0.020,-0.016
72,27525,Karnimata sp. (+ large Karnimata sp.),,8.2,Time 6,24,M1/,2.430,1.600,1.161,0.680,51.000,78.000,-0.002,-0.002,0.002,0.001,-0.001,0.000,-0.004,-0.006,-0.001,-0.001,0.002,-0.001,0.008,0.002,-0.003,-0.002,-0.003,0.002,-0.014,-0.020,0.011,0.005,0.025,-0.024,0.001,-0.004,0.026,0.006
73,27529,Karnimata sp. (+ large Karnimata sp.),,8.2,Time 6,24,M1/,2.400,1.620,1.160,0.658,67.000,73.000,-0.002,-0.002,0.001,0.003,0.002,0.000,-0.004,0.003,0.003,-0.001,0.003,0.004,0.006,0.003,-0.003,-0.008,-0.003,0.004,-0.021,0.008,0.012,0.004,0.017,-0.005,-0.003,0.008,0.040,0.026
74,27530,Karnimata sp. (+ large Karnimata sp.),,8.2,Time 6,24,M1/,2.750,1.770,1.212,0.673,45.000,63.000,-0.002,-0.002,0.000,0.002,0.001,-0.001,-0.002,0.004,0.002,-0.001,-0.001,0.000,0.002,0.000,-0.003,-0.004,-0.006,0.000,-0.018,0.001,0.001,-0.004,0.008,0.010,0.049,0.000,0.035,-0.001
75,27532,Karnimata sp. (+ large Karnimata sp.),,8.2,Time 6,24,M1/,2.630,1.680,1.166,0.592,47.000,72.000,0.001,0.001,0.004,0.002,0.002,0.004,-0.001,0.000,-0.001,0.003,0.000,-0.001,0.002,-0.002,-0.003,0.002,0.008,0.002,0.002,0.003,-0.003,0.007,0.001,-0.001,0.002,0.014,0.042,-0.012
76,27537,Karnimata sp. (+ large Karnimata sp.),,8.2,Time 6,24,M1/,2.610,1.660,1.140,0.643,53.000,74.000,-0.001,-0.002,0.000,0.000,-0.002,-0.001,-0.004,-0.007,0.002,-0.004,-0.003,0.001,0.002,0.007,-0.004,-0.011,-0.013,-0.002,-0.029,0.005,-0.015,0.008,0.012,0.020,-0.012,0.028,0.044,0.008
77,27538,Karnimata sp. (+ large Karnimata sp.),,8.2,Time 6,24,M1/,2.640,1.630,1.111,0.645,73.000,74.000,-0.001,-0.002,-0.001,0.000,-0.001,-0.002,-0.001,0.000,0.003,-0.006,0.003,0.004,0.000,-0.001,0.002,-0.008,-0.011,0.008,-0.013,-0.002,0.006,0.006,-0.012,0.001,-0.014,0.012,0.019,0.030
